5163, 8176
5163, 13012
5163, 13013
5163, 13014
5163, 13015
8084, 523
8084, 1428
8084, 7954
8084, 9578
8084, 10635
8084, 13924
8084, 13925
8084, 13926
9517, 925
9517, 6930
9517, 8128
9517, 9254
9517, 9517
9517, 10216
9517, 13144
9517, 13145
9517, 13146
9517, 13147
9517, 13148
9628, 9433
9628, 9628
10812, 7801
10812, 9720
10812, 11262
10812, 12156
10812, 12157
10812, 12158
10812, 12369
10848, 4995
10848, 9435
10848, 10813
10848, 12561
10848, 12562
10848, 12563
10880, 13566
10880, 13567
10880, 13568
10880, 13569
11712, 12508
12633, 12634
12633, 12635
12633, 12636
12633, 12637
12748, 12749
12748, 12750
12748, 12751
12748, 12752
13135, 12215
13135, 13136
13135, 13137
13135, 13138
13135, 13139
13135, 13140
13135, 13141
13135, 13142
